time	label	finDynamicsBlock.rate			finDynamicsBlock.&pFin.angle[0]	finDynamicsBlock.&pFin.angle[1]	finDynamicsBlock.&pFin.angle[2]	engineDynamicsBlock.&p.force[0]	engineDynamicsBlock.&p.force[1]	engineDynamicsBlock.&p.force[2]	engineDynamicsBlock.&p.moment[0]	engineDynamicsBlock.&p.moment[1]	engineDynamicsBlock.&p.moment[2]	engineDynamicsBlock.&p.velocity[0]	engineDynamicsBlock.&p.velocity[1]	engineDynamicsBlock.&p.velocity[2]	engineDynamicsBlock.&p.rate[0]	engineDynamicsBlock.&p.rate[1]	engineDynamicsBlock.&p.rate[2]	engineDynamicsBlock.&p.position[0]	engineDynamicsBlock.&p.position[1]	engineDynamicsBlock.&p.position[2]	engineDynamicsBlock.&p.angle[0]	engineDynamicsBlock.&p.angle[1]	engineDynamicsBlock.&p.angle[2]	bodyDynamicsBlock.&p.force[0]	bodyDynamicsBlock.&p.force[1]	bodyDynamicsBlock.&p.force[2]	bodyDynamicsBlock.&p.moment[0]	bodyDynamicsBlock.&p.moment[1]	bodyDynamicsBlock.&p.moment[2]	bodyDynamicsBlock.&p.velocity[0]	bodyDynamicsBlock.&p.velocity[1]	bodyDynamicsBlock.&p.velocity[2]	bodyDynamicsBlock.&p.rate[0]	bodyDynamicsBlock.&p.rate[1]	bodyDynamicsBlock.&p.rate[2]	bodyDynamicsBlock.&p.position[0]	bodyDynamicsBlock.&p.position[1]	bodyDynamicsBlock.&p.position[2]	bodyDynamicsBlock.&p.angle[0]	bodyDynamicsBlock.&p.angle[1]	bodyDynamicsBlock.&p.angle[2]	atmosphereBlock.&pAtmo.airDensity[0]	atmosphereBlock.&pAtmo.speedOfSound[0]	atmosphereBlock.&ph.height[0]	aeroFrameBlock.&p.force[0]	aeroFrameBlock.&p.force[1]	aeroFrameBlock.&p.force[2]	aeroFrameBlock.&p.moment[0]	aeroFrameBlock.&p.moment[1]	aeroFrameBlock.&p.moment[2]	aeroFrameBlock.&p.velocity[0]	aeroFrameBlock.&p.velocity[1]	aeroFrameBlock.&p.velocity[2]	aeroFrameBlock.&p.rate[0]	aeroFrameBlock.&p.rate[1]	aeroFrameBlock.&p.rate[2]	aeroFrameBlock.&p.position[0]	aeroFrameBlock.&p.position[1]	aeroFrameBlock.&p.position[2]	aeroFrameBlock.&p.angle[0]	aeroFrameBlock.&p.angle[1]	aeroFrameBlock.&p.angle[2]	aeroFrameBlock.&ph.height[0]	aeroDynamicsBlock.Cx_alpha	aeroDynamicsBlock.Cz_alpha	aeroDynamicsBlock.Cm_alpha	aeroDynamicsBlock.AoA	aeroDynamicsBlock.SSA	aeroDynamicsBlock.V	aeroDynamicsBlock.Mach	aeroDynamicsBlock.&p.force[0]	aeroDynamicsBlock.&p.force[1]	aeroDynamicsBlock.&p.force[2]	aeroDynamicsBlock.&p.moment[0]	aeroDynamicsBlock.&p.moment[1]	aeroDynamicsBlock.&p.moment[2]	aeroDynamicsBlock.&p.velocity[0]	aeroDynamicsBlock.&p.velocity[1]	aeroDynamicsBlock.&p.velocity[2]	aeroDynamicsBlock.&p.rate[0]	aeroDynamicsBlock.&p.rate[1]	aeroDynamicsBlock.&p.rate[2]	aeroDynamicsBlock.&p.position[0]	aeroDynamicsBlock.&p.position[1]	aeroDynamicsBlock.&p.position[2]	aeroDynamicsBlock.&p.angle[0]	aeroDynamicsBlock.&p.angle[1]	aeroDynamicsBlock.&p.angle[2]	aeroDynamicsBlock.&pAtmosphere.airDensity[0]	aeroDynamicsBlock.&pAtmosphere.speedOfSound[0]	aeroDynamicsBlock.&pFin.angle[0]	aeroDynamicsBlock.&pFin.angle[1]	aeroDynamicsBlock.&pFin.angle[2]	
0.358	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.419	0	65.6752	0	0.205626	0	353.682	0	-3048.19	0	0.0719459	0	-4401.37	0	10837.2	0	98.6245	0	989.419	0	65.6752	0	0.205626	0	353.682	0	-3048.19	0	0.0719459	0	0.904757	328.863	-3048.19	-143.873	0	1996.28	0	0	0	989.419	0	65.6752	0	0.205626	0	353.682	0	-3048.19	0	0.0719459	0	-3048.19	-0.3	-0.771444	-0.067905	0.0662803	0	991.596	3.01523	-5454.76	0	-12833.5	0	-98.6245	0	989.419	0	65.6752	0	0.205626	0	353.682	0	-3048.19	0	0.0719459	0	0.904757	328.863	0	-0.0336907	0	
0.359	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.427	0	65.8252	0	0.205228	0	354.674	0	-3048.2	0	0.0721513	0	-4400.76	0	10874.5	0	98.7365	0	989.427	0	65.8252	0	0.205228	0	354.674	0	-3048.2	0	0.0721513	0	0.904757	328.863	-3048.2	-144.283	0	1996.25	0	0	0	989.427	0	65.8252	0	0.205228	0	354.674	0	-3048.2	0	0.0721513	0	-3048.2	-0.3	-0.773467	-0.0686167	0.0664308	0	991.614	3.01528	-5454.95	0	-12870.7	0	-98.7365	0	989.427	0	65.8252	0	0.205228	0	354.674	0	-3048.2	0	0.0721513	0	0.904757	328.863	0	-0.0336907	0	
0.36	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.435	0	65.9747	0	0.204828	0	355.665	0	-3048.21	0	0.0723563	0	-4400.16	0	10911.6	0	98.8436	0	989.435	0	65.9747	0	0.204828	0	355.665	0	-3048.21	0	0.0723563	0	0.904756	328.863	-3048.21	-144.692	0	1996.23	0	0	0	989.435	0	65.9747	0	0.204828	0	355.665	0	-3048.21	0	0.0723563	0	-3048.21	-0.3	-0.775484	-0.0693277	0.0665806	0	991.632	3.01534	-5455.15	0	-12907.8	0	-98.8436	0	989.435	0	65.9747	0	0.204828	0	355.665	0	-3048.21	0	0.0723563	0	0.904756	328.863	0	-0.0336907	0	
0.361	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.443	0	66.1236	0	0.204429	0	356.657	0	-3048.21	0	0.0725609	0	-4399.56	0	10948.6	0	98.9457	0	989.443	0	66.1236	0	0.204429	0	356.657	0	-3048.21	0	0.0725609	0	0.904756	328.863	-3048.21	-145.101	0	1996.2	0	0	0	989.443	0	66.1236	0	0.204429	0	356.657	0	-3048.21	0	0.0725609	0	-3048.21	-0.3	-0.777493	-0.070038	0.0667299	0	991.65	3.01539	-5455.34	0	-12944.8	0	-98.9457	0	989.443	0	66.1236	0	0.204429	0	356.657	0	-3048.21	0	0.0725609	0	0.904756	328.863	0	-0.0336907	0	
0.362	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.451	0	66.2719	0	0.204029	0	357.649	0	-3048.22	0	0.0727652	0	-4398.96	0	10985.6	0	99.0436	0	989.451	0	66.2719	0	0.204029	0	357.649	0	-3048.22	0	0.0727652	0	0.904755	328.863	-3048.22	-145.508	0	1996.17	0	0	0	989.451	0	66.2719	0	0.204029	0	357.649	0	-3048.22	0	0.0727652	0	-3048.22	-0.3	-0.779496	-0.0707482	0.0668785	0	991.668	3.01545	-5455.54	0	-12981.7	0	-99.0436	0	989.451	0	66.2719	0	0.204029	0	357.649	0	-3048.22	0	0.0727652	0	0.904755	328.863	0	-0.0336907	0	
0.363	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.459	0	66.4196	0	0.203629	0	358.64	0	-3048.22	0	0.072969	0	-4398.36	0	11022.4	0	99.1371	0	989.459	0	66.4196	0	0.203629	0	358.64	0	-3048.22	0	0.072969	0	0.904755	328.863	-3048.22	-145.915	0	1996.14	0	0	0	989.459	0	66.4196	0	0.203629	0	358.64	0	-3048.22	0	0.072969	0	-3048.22	-0.3	-0.781493	-0.0714581	0.0670266	0	991.686	3.0155	-5455.73	0	-13018.5	0	-99.1371	0	989.459	0	66.4196	0	0.203629	0	358.64	0	-3048.22	0	0.072969	0	0.904755	328.863	0	-0.0336907	0	
0.364	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.467	0	66.5668	0	0.203228	0	359.632	0	-3048.23	0	0.0731724	0	-4397.76	0	11059	0	99.2257	0	989.467	0	66.5668	0	0.203228	0	359.632	0	-3048.23	0	0.0731724	0	0.904754	328.863	-3048.23	-146.321	0	1996.11	0	0	0	989.467	0	66.5668	0	0.203228	0	359.632	0	-3048.23	0	0.0731724	0	-3048.23	-0.3	-0.783483	-0.0721674	0.0671741	0	991.704	3.01556	-5455.92	0	-13055.1	0	-99.2257	0	989.467	0	66.5668	0	0.203228	0	359.632	0	-3048.23	0	0.0731724	0	0.904754	328.863	0	-0.0336907	0	
0.365	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.475	0	66.7133	0	0.202827	0	360.624	0	-3048.23	0	0.0733754	0	-4397.16	0	11095.6	0	99.3101	0	989.475	0	66.7133	0	0.202827	0	360.624	0	-3048.23	0	0.0733754	0	0.904753	328.863	-3048.23	-146.726	0	1996.08	0	0	0	989.475	0	66.7133	0	0.202827	0	360.624	0	-3048.23	0	0.0733754	0	-3048.23	-0.3	-0.785466	-0.0728763	0.0673211	0	991.722	3.01561	-5456.12	0	-13091.7	0	-99.3101	0	989.475	0	66.7133	0	0.202827	0	360.624	0	-3048.23	0	0.0733754	0	0.904753	328.863	0	-0.0336907	0	
0.366	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.483	0	66.8594	0	0.202425	0	361.615	0	-3048.24	0	0.073578	0	-4396.56	0	11132	0	99.3913	0	989.483	0	66.8594	0	0.202425	0	361.615	0	-3048.24	0	0.073578	0	0.904753	328.862	-3048.24	-147.131	0	1996.05	0	0	0	989.483	0	66.8594	0	0.202425	0	361.615	0	-3048.24	0	0.073578	0	-3048.24	-0.3	-0.787442	-0.0735852	0.0674674	0	991.739	3.01567	-5456.31	0	-13128.1	0	-99.3913	0	989.483	0	66.8594	0	0.202425	0	361.615	0	-3048.24	0	0.073578	0	0.904753	328.862	0	-0.0336907	0	
0.367	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.491	0	67.0048	0	0.202024	0	362.607	0	-3048.25	0	0.0737803	0	-4395.96	0	11168.4	0	99.4672	0	989.491	0	67.0048	0	0.202024	0	362.607	0	-3048.25	0	0.0737803	0	0.904752	328.862	-3048.25	-147.534	0	1996.02	0	0	0	989.491	0	67.0048	0	0.202024	0	362.607	0	-3048.25	0	0.0737803	0	-3048.25	-0.3	-0.789412	-0.0742933	0.0676132	0	991.757	3.01572	-5456.5	0	-13164.4	0	-99.4672	0	989.491	0	67.0048	0	0.202024	0	362.607	0	-3048.25	0	0.0737803	0	0.904752	328.862	0	-0.0336907	0	
0.368	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.499	0	67.1497	0	0.201622	0	363.599	0	-3048.25	0	0.0739821	0	-4395.37	0	11204.5	0	99.5378	0	989.499	0	67.1497	0	0.201622	0	363.599	0	-3048.25	0	0.0739821	0	0.904752	328.862	-3048.25	-147.937	0	1995.99	0	0	0	989.499	0	67.1497	0	0.201622	0	363.599	0	-3048.25	0	0.0739821	0	-3048.25	-0.3	-0.791375	-0.0750005	0.0677584	0	991.775	3.01577	-5456.69	0	-13200.5	0	-99.5378	0	989.499	0	67.1497	0	0.201622	0	363.599	0	-3048.25	0	0.0739821	0	0.904752	328.862	0	-0.0336907	0	
0.369	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.507	0	67.294	0	0.201219	0	364.591	0	-3048.26	0	0.0741835	0	-4394.77	0	11240.6	0	99.6031	0	989.507	0	67.294	0	0.201219	0	364.591	0	-3048.26	0	0.0741835	0	0.904751	328.862	-3048.26	-148.339	0	1995.96	0	0	0	989.507	0	67.294	0	0.201219	0	364.591	0	-3048.26	0	0.0741835	0	-3048.26	-0.3	-0.793331	-0.0757068	0.067903	0	991.793	3.01583	-5456.89	0	-13236.6	0	-99.6031	0	989.507	0	67.294	0	0.201219	0	364.591	0	-3048.26	0	0.0741835	0	0.904751	328.862	0	-0.0336907	0	
0.37	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.515	0	67.4377	0	0.200817	0	365.582	0	-3048.27	0	0.0743845	0	-4394.18	0	11276.6	0	99.6581	0	989.515	0	67.4377	0	0.200817	0	365.582	0	-3048.27	0	0.0743845	0	0.904751	328.862	-3048.27	-148.741	0	1995.93	0	0	0	989.515	0	67.4377	0	0.200817	0	365.582	0	-3048.27	0	0.0743845	0	-3048.27	-0.3	-0.795279	-0.0764112	0.068047	0	991.81	3.01588	-5457.08	0	-13272.5	0	-99.6581	0	989.515	0	67.4377	0	0.200817	0	365.582	0	-3048.27	0	0.0743845	0	0.904751	328.862	0	-0.0336907	0	
0.371	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.523	0	67.5808	0	0.200414	0	366.574	0	-3048.27	0	0.0745851	0	-4393.59	0	11312.4	0	99.7073	0	989.523	0	67.5808	0	0.200414	0	366.574	0	-3048.27	0	0.0745851	0	0.90475	328.862	-3048.27	-149.141	0	1995.9	0	0	0	989.523	0	67.5808	0	0.200414	0	366.574	0	-3048.27	0	0.0745851	0	-3048.27	-0.3	-0.797221	-0.0771148	0.0681905	0	991.828	3.01594	-5457.27	0	-13308.3	0	-99.7073	0	989.523	0	67.5808	0	0.200414	0	366.574	0	-3048.27	0	0.0745851	0	0.90475	328.862	0	-0.0336907	0	
0.372	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.531	0	67.7234	0	0.200011	0	367.566	0	-3048.28	0	0.0747853	0	-4393	0	11348.1	0	99.7536	0	989.531	0	67.7234	0	0.200011	0	367.566	0	-3048.28	0	0.0747853	0	0.904749	328.862	-3048.28	-149.541	0	1995.87	0	0	0	989.531	0	67.7234	0	0.200011	0	367.566	0	-3048.28	0	0.0747853	0	-3048.28	-0.3	-0.799156	-0.0778179	0.0683333	0	991.846	3.01599	-5457.46	0	-13343.9	0	-99.7536	0	989.531	0	67.7234	0	0.200011	0	367.566	0	-3048.28	0	0.0747853	0	0.904749	328.862	0	-0.0336907	0	
0.373	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.539	0	67.8654	0	0.199608	0	368.558	0	-3048.28	0	0.0749851	0	-4392.41	0	11383.6	0	99.7959	0	989.539	0	67.8654	0	0.199608	0	368.558	0	-3048.28	0	0.0749851	0	0.904749	328.862	-3048.28	-149.939	0	1995.84	0	0	0	989.539	0	67.8654	0	0.199608	0	368.558	0	-3048.28	0	0.0749851	0	-3048.28	-0.3	-0.801084	-0.0785198	0.0684756	0	991.864	3.01605	-5457.65	0	-13379.5	0	-99.7959	0	989.539	0	67.8654	0	0.199608	0	368.558	0	-3048.28	0	0.0749851	0	0.904749	328.862	0	-0.0336907	0	
0.374	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.547	0	68.0068	0	0.199205	0	369.55	0	-3048.29	0	0.0751845	0	-4391.82	0	11419.1	0	99.8341	0	989.547	0	68.0068	0	0.199205	0	369.55	0	-3048.29	0	0.0751845	0	0.904748	328.862	-3048.29	-150.337	0	1995.81	0	0	0	989.547	0	68.0068	0	0.199205	0	369.55	0	-3048.29	0	0.0751845	0	-3048.29	-0.3	-0.803005	-0.0792203	0.0686173	0	991.881	3.0161	-5457.84	0	-13414.9	0	-99.8341	0	989.547	0	68.0068	0	0.199205	0	369.55	0	-3048.29	0	0.0751845	0	0.904748	328.862	0	-0.0336907	0	
0.375	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.555	0	68.1477	0	0.198803	0	370.541	0	-3048.3	0	0.0753834	0	-4391.23	0	11454.4	0	99.8683	0	989.555	0	68.1477	0	0.198803	0	370.541	0	-3048.3	0	0.0753834	0	0.904748	328.862	-3048.3	-150.734	0	1995.78	0	0	0	989.555	0	68.1477	0	0.198803	0	370.541	0	-3048.3	0	0.0753834	0	-3048.3	-0.3	-0.804918	-0.0799202	0.0687584	0	991.899	3.01615	-5458.03	0	-13450.2	0	-99.8683	0	989.555	0	68.1477	0	0.198803	0	370.541	0	-3048.3	0	0.0753834	0	0.904748	328.862	0	-0.0336907	0	
0.376	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.563	0	68.2879	0	0.198399	0	371.533	0	-3048.3	0	0.075582	0	-4390.65	0	11489.6	0	99.9079	0	989.563	0	68.2879	0	0.198399	0	371.533	0	-3048.3	0	0.075582	0	0.904747	328.862	-3048.3	-151.131	0	1995.75	0	0	0	989.563	0	68.2879	0	0.198399	0	371.533	0	-3048.3	0	0.075582	0	-3048.3	-0.3	-0.806827	-0.0806223	0.068899	0	991.916	3.01621	-5458.22	0	-13485.4	0	-99.9079	0	989.563	0	68.2879	0	0.198399	0	371.533	0	-3048.3	0	0.075582	0	0.904747	328.862	0	-0.0336907	0	
0.377	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.571	0	68.4277	0	0.197995	0	372.525	0	-3048.31	0	0.0757802	0	-4390.06	0	11524.7	0	99.95	0	989.571	0	68.4277	0	0.197995	0	372.525	0	-3048.31	0	0.0757802	0	0.904746	328.862	-3048.31	-151.526	0	1995.72	0	0	0	989.571	0	68.4277	0	0.197995	0	372.525	0	-3048.31	0	0.0757802	0	-3048.31	-0.3	-0.80873	-0.0813258	0.0690389	0	991.934	3.01626	-5458.41	0	-13520.5	0	-99.95	0	989.571	0	68.4277	0	0.197995	0	372.525	0	-3048.31	0	0.0757802	0	0.904746	328.862	0	-0.0336907	0	
0.378	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.579	0	68.5668	0	0.197591	0	373.517	0	-3048.32	0	0.075978	0	-4389.48	0	11559.7	0	99.9802	0	989.579	0	68.5668	0	0.197591	0	373.517	0	-3048.32	0	0.075978	0	0.904746	328.862	-3048.32	-151.921	0	1995.69	0	0	0	989.579	0	68.5668	0	0.197591	0	373.517	0	-3048.32	0	0.075978	0	-3048.32	-0.3	-0.810625	-0.0820266	0.0691783	0	991.952	3.01631	-5458.6	0	-13555.4	0	-99.9802	0	989.579	0	68.5668	0	0.197591	0	373.517	0	-3048.32	0	0.075978	0	0.904746	328.862	0	-0.0336907	0	
0.379	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.587	0	68.7054	0	0.197187	0	374.509	0	-3048.32	0	0.0761754	0	-4388.89	0	11594.6	0	100.001	0	989.587	0	68.7054	0	0.197187	0	374.509	0	-3048.32	0	0.0761754	0	0.904745	328.862	-3048.32	-152.315	0	1995.66	0	0	0	989.587	0	68.7054	0	0.197187	0	374.509	0	-3048.32	0	0.0761754	0	-3048.32	-0.3	-0.812513	-0.0827253	0.0693171	0	991.969	3.01637	-5458.79	0	-13590.2	0	-100.001	0	989.587	0	68.7054	0	0.197187	0	374.509	0	-3048.32	0	0.0761754	0	0.904745	328.862	0	-0.0336907	0	
0.38	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.595	0	68.8434	0	0.196783	0	375.501	0	-3048.33	0	0.0763724	0	-4388.31	0	11629.3	0	100.017	0	989.595	0	68.8434	0	0.196783	0	375.501	0	-3048.33	0	0.0763724	0	0.904744	328.862	-3048.33	-152.708	0	1995.63	0	0	0	989.595	0	68.8434	0	0.196783	0	375.501	0	-3048.33	0	0.0763724	0	-3048.33	-0.3	-0.814394	-0.0834223	0.0694554	0	991.987	3.01642	-5458.98	0	-13624.9	0	-100.017	0	989.595	0	68.8434	0	0.196783	0	375.501	0	-3048.33	0	0.0763724	0	0.904744	328.862	0	-0.0336907	0	
0.381	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.603	0	68.9809	0	0.19638	0	376.493	0	-3048.34	0	0.0765689	0	-4387.73	0	11663.9	0	100.029	0	989.603	0	68.9809	0	0.19638	0	376.493	0	-3048.34	0	0.0765689	0	0.904744	328.862	-3048.34	-153.1	0	1995.6	0	0	0	989.603	0	68.9809	0	0.19638	0	376.493	0	-3048.34	0	0.0765689	0	-3048.34	-0.3	-0.816267	-0.0841179	0.069593	0	992.004	3.01647	-5459.17	0	-13659.5	0	-100.029	0	989.603	0	68.9809	0	0.19638	0	376.493	0	-3048.34	0	0.0765689	0	0.904744	328.862	0	-0.0336907	0	
0.382	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.611	0	69.1177	0	0.195977	0	377.485	0	-3048.35	0	0.0767651	0	-4387.15	0	11698.3	0	100.035	0	989.611	0	69.1177	0	0.195977	0	377.485	0	-3048.35	0	0.0767651	0	0.904743	328.862	-3048.35	-153.492	0	1995.57	0	0	0	989.611	0	69.1177	0	0.195977	0	377.485	0	-3048.35	0	0.0767651	0	-3048.35	-0.3	-0.818133	-0.0848123	0.0697301	0	992.022	3.01653	-5459.36	0	-13693.9	0	-100.035	0	989.611	0	69.1177	0	0.195977	0	377.485	0	-3048.35	0	0.0767651	0	0.904743	328.862	0	-0.0336907	0	
0.383	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.619	0	69.254	0	0.195573	0	378.477	0	-3048.35	0	0.0769608	0	-4386.57	0	11732.7	0	100.034	0	989.619	0	69.254	0	0.195573	0	378.477	0	-3048.35	0	0.0769608	0	0.904743	328.862	-3048.35	-153.882	0	1995.54	0	0	0	989.619	0	69.254	0	0.195573	0	378.477	0	-3048.35	0	0.0769608	0	-3048.35	-0.3	-0.819992	-0.0855053	0.0698666	0	992.039	3.01658	-5459.54	0	-13728.2	0	-100.034	0	989.619	0	69.254	0	0.195573	0	378.477	0	-3048.35	0	0.0769608	0	0.904743	328.862	0	-0.0336907	0	
0.384	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.627	0	69.3898	0	0.195169	0	379.469	0	-3048.36	0	0.0771562	0	-4386	0	11766.9	0	100.024	0	989.627	0	69.3898	0	0.195169	0	379.469	0	-3048.36	0	0.0771562	0	0.904742	328.862	-3048.36	-154.272	0	1995.51	0	0	0	989.627	0	69.3898	0	0.195169	0	379.469	0	-3048.36	0	0.0771562	0	-3048.36	-0.3	-0.821844	-0.0861968	0.0700025	0	992.057	3.01663	-5459.73	0	-13762.4	0	-100.024	0	989.627	0	69.3898	0	0.195169	0	379.469	0	-3048.36	0	0.0771562	0	0.904742	328.862	0	-0.0336907	0	
0.385	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.635	0	69.5249	0	0.194765	0	380.461	0	-3048.37	0	0.0773511	0	-4385.42	0	11801	0	100.011	0	989.635	0	69.5249	0	0.194765	0	380.461	0	-3048.37	0	0.0773511	0	0.904741	328.862	-3048.37	-154.661	0	1995.48	0	0	0	989.635	0	69.5249	0	0.194765	0	380.461	0	-3048.37	0	0.0773511	0	-3048.37	-0.3	-0.82369	-0.0868872	0.0701379	0	992.074	3.01669	-5459.92	0	-13796.5	0	-100.011	0	989.635	0	69.5249	0	0.194765	0	380.461	0	-3048.37	0	0.0773511	0	0.904741	328.862	0	-0.0336907	0	
0.386	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.643	0	69.6596	0	0.194361	0	381.453	0	-3048.37	0	0.0775457	0	-4384.84	0	11834.9	0	99.9935	0	989.643	0	69.6596	0	0.194361	0	381.453	0	-3048.37	0	0.0775457	0	0.904741	328.862	-3048.37	-155.049	0	1995.45	0	0	0	989.643	0	69.6596	0	0.194361	0	381.453	0	-3048.37	0	0.0775457	0	-3048.37	-0.3	-0.825528	-0.0875767	0.0702727	0	992.091	3.01674	-5460.11	0	-13830.4	0	-99.9935	0	989.643	0	69.6596	0	0.194361	0	381.453	0	-3048.37	0	0.0775457	0	0.904741	328.862	0	-0.0336907	0	
0.387	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.651	0	69.7936	0	0.193957	0	382.445	0	-3048.38	0	0.0777398	0	-4384.27	0	11868.8	0	99.9732	0	989.651	0	69.7936	0	0.193957	0	382.445	0	-3048.38	0	0.0777398	0	0.90474	328.862	-3048.38	-155.437	0	1995.42	0	0	0	989.651	0	69.7936	0	0.193957	0	382.445	0	-3048.38	0	0.0777398	0	-3048.38	-0.3	-0.82736	-0.0882655	0.0704069	0	992.109	3.01679	-5460.29	0	-13864.2	0	-99.9732	0	989.651	0	69.7936	0	0.193957	0	382.445	0	-3048.38	0	0.0777398	0	0.90474	328.862	0	-0.0336907	0	
0.388	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.659	0	69.9271	0	0.193553	0	383.437	0	-3048.39	0	0.0779336	0	-4383.7	0	11902.5	0	99.9494	0	989.659	0	69.9271	0	0.193553	0	383.437	0	-3048.39	0	0.0779336	0	0.904739	328.862	-3048.39	-155.823	0	1995.39	0	0	0	989.659	0	69.9271	0	0.193553	0	383.437	0	-3048.39	0	0.0779336	0	-3048.39	-0.3	-0.829185	-0.0889532	0.0705406	0	992.126	3.01685	-5460.48	0	-13897.9	0	-99.9494	0	989.659	0	69.9271	0	0.193553	0	383.437	0	-3048.39	0	0.0779336	0	0.904739	328.862	0	-0.0336907	0	
0.389	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.667	0	70.06	0	0.193149	0	384.429	0	-3048.4	0	0.0781269	0	-4383.12	0	11936.1	0	99.9218	0	989.667	0	70.06	0	0.193149	0	384.429	0	-3048.4	0	0.0781269	0	0.904738	328.862	-3048.4	-156.209	0	1995.36	0	0	0	989.667	0	70.06	0	0.193149	0	384.429	0	-3048.4	0	0.0781269	0	-3048.4	-0.3	-0.831003	-0.0896399	0.0706736	0	992.143	3.0169	-5460.67	0	-13931.5	0	-99.9218	0	989.667	0	70.06	0	0.193149	0	384.429	0	-3048.4	0	0.0781269	0	0.904738	328.862	0	-0.0336907	0	
0.39	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.675	0	70.1924	0	0.192745	0	385.422	0	-3048.4	0	0.0783199	0	-4382.55	0	11969.6	0	99.8934	0	989.675	0	70.1924	0	0.192745	0	385.422	0	-3048.4	0	0.0783199	0	0.904738	328.862	-3048.4	-156.594	0	1995.33	0	0	0	989.675	0	70.1924	0	0.192745	0	385.422	0	-3048.4	0	0.0783199	0	-3048.4	-0.3	-0.832815	-0.0903263	0.0708061	0	992.161	3.01695	-5460.85	0	-13964.9	0	-99.8934	0	989.675	0	70.1924	0	0.192745	0	385.422	0	-3048.4	0	0.0783199	0	0.904738	328.862	0	-0.0336907	0	
0.391	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	989.682	0	70.3242	0	0.192342	0	386.414	0	-3048.41	0	0.0785124	0	-4381.98	0	12002.9	0	99.8629	0	989.682	0	70.3242	0	0.192342	0	386.414	0	-3048.41	0	0.0785124	0	0.904737	328.862	-3048.41	-156.978	0	1995.3	0	0	0	989.682	0	70.3242	0	0.192342	0	386.414	0	-3048.41	0	0.0785124	0	-3048.41	-0.3	-0.834619	-0.0910119	0.0709381	0	992.178	3.01701	-5461.04	0	-13998.2	0	-99.8629	0	989.682	0	70.3242	0	0.192342	0	386.414	0	-3048.41	0	0.0785124	0	0.904737	328.862	0	-0.0336907	0	
